,DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,# Level 1,# Level 2,# Level 3,# Level 4
6006,13K113,M.S. 113 RONALD EDMONDS LEARNING CENTER,6,2015,All Students,128,278.0,65.0,56.0,3.0,4.0
6009,13K113,M.S. 113 RONALD EDMONDS LEARNING CENTER,7,2015,All Students,161,286.0,83.0,55.0,22.0,1.0
6012,13K113,M.S. 113 RONALD EDMONDS LEARNING CENTER,8,2015,All Students,135,263.0,108.0,27.0,0.0,0.0
6044,13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,6,2015,All Students,37,275.0,23.0,11.0,3.0,0.0
6047,13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,7,2015,All Students,34,284.0,17.0,16.0,1.0,0.0
6050,13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,8,2015,All Students,31,278.0,19.0,10.0,2.0,0.0
6056,13K266,M.S. K266 - PARK PLACE COMMUNITY MIDDLE SCHOOL,6,2015,All Students,38,275.0,17.0,16.0,4.0,1.0
6060,13K266,M.S. K266 - PARK PLACE COMMUNITY MIDDLE SCHOOL,7,2015,All Students,26,273.0,20.0,5.0,0.0,1.0
6063,13K266,M.S. K266 - PARK PLACE COMMUNITY MIDDLE SCHOOL,8,2015,All Students,42,284.0,22.0,18.0,1.0,1.0
6091,13K282,P.S. 282 PARK SLOPE,6,2015,All Students,68,272.0,40.0,23.0,5.0,0.0
6094,13K282,P.S. 282 PARK SLOPE,7,2015,All Students,107,296.0,43.0,40.0,22.0,2.0
6097,13K282,P.S. 282 PARK SLOPE,8,2015,All Students,65,277.0,41.0,22.0,2.0,0.0
6116,13K301,SATELLITE EAST MIDDLE SCHOOL,6,2015,All Students,29,283.0,16.0,5.0,5.0,3.0
6119,13K301,SATELLITE EAST MIDDLE SCHOOL,7,2015,All Students,30,262.0,22.0,7.0,1.0,0.0
6122,13K301,SATELLITE EAST MIDDLE SCHOOL,8,2015,All Students,45,250.0,41.0,3.0,1.0,0.0
6152,13K313,SATELLITE WEST MIDDLE SCHOOL,6,2015,All Students,24,291.0,9.0,10.0,4.0,1.0
6155,13K313,SATELLITE WEST MIDDLE SCHOOL,7,2015,All Students,28,296.0,11.0,10.0,5.0,2.0
6159,13K313,SATELLITE WEST MIDDLE SCHOOL,8,2015,All Students,37,279.0,21.0,12.0,4.0,0.0
6165,13K351,THE URBAN ASSEMBLY UNISON SCHOOL,6,2015,All Students,43,271.0,30.0,11.0,1.0,1.0
6167,13K351,THE URBAN ASSEMBLY UNISON SCHOOL,7,2015,All Students,55,279.0,36.0,16.0,3.0,0.0
6168,13K351,THE URBAN ASSEMBLY UNISON SCHOOL,8,2015,All Students,76,272.0,54.0,20.0,1.0,1.0
6177,13K492,ACADEMY OF ARTS AND LETTERS,6,2015,All Students,50,315.0,8.0,16.0,13.0,13.0
6180,13K492,ACADEMY OF ARTS AND LETTERS,7,2015,All Students,53,313.0,10.0,21.0,14.0,8.0
6183,13K492,ACADEMY OF ARTS AND LETTERS,8,2015,All Students,8,295.0,4.0,1.0,3.0,0.0
6189,13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,6,2015,All Students,50,284.0,26.0,21.0,1.0,2.0
6192,13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,7,2015,All Students,48,283.0,26.0,20.0,2.0,0.0
6195,13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,8,2015,All Students,47,298.0,12.0,30.0,3.0,2.0
6202,13K596,MS 596 PEACE ACADEMY,6,2015,All Students,9,253.0,7.0,2.0,0.0,0.0
6205,13K596,MS 596 PEACE ACADEMY,7,2015,All Students,15,287.0,8.0,5.0,2.0,0.0
6208,13K596,MS 596 PEACE ACADEMY,8,2015,All Students,17,280.0,8.0,7.0,2.0,0.0
6214,13K691,FORT GREENE PREPARATORY ACADEMY,6,2015,All Students,81,273.0,46.0,26.0,8.0,1.0
6217,13K691,FORT GREENE PREPARATORY ACADEMY,7,2015,All Students,74,283.0,43.0,27.0,4.0,0.0
6220,13K691,FORT GREENE PREPARATORY ACADEMY,8,2015,All Students,74,279.0,45.0,22.0,6.0,1.0
6309,14K050,J.H.S. 050 JOHN D. WELLS,6,2015,All Students,52,270.0,33.0,14.0,5.0,0.0
6312,14K050,J.H.S. 050 JOHN D. WELLS,7,2015,All Students,74,280.0,35.0,33.0,6.0,0.0
6315,14K050,J.H.S. 050 JOHN D. WELLS,8,2015,All Students,87,277.0,49.0,35.0,3.0,0.0
6333,14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,6,2015,All Students,71,268.0,48.0,18.0,5.0,0.0
6336,14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,7,2015,All Students,77,274.0,52.0,23.0,2.0,0.0
6339,14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,8,2015,All Students,75,263.0,59.0,15.0,1.0,0.0
6352,14K084,P.S. 084 JOSE DE DIEGO,6,2015,All Students,62,283.0,27.0,24.0,9.0,2.0
6381,14K126,JOHN ERICSSON MIDDLE SCHOOL 126,6,2015,All Students,128,285.0,62.0,48.0,13.0,5.0
6384,14K126,JOHN ERICSSON MIDDLE SCHOOL 126,7,2015,All Students,91,286.0,54.0,28.0,8.0,1.0
6387,14K126,JOHN ERICSSON MIDDLE SCHOOL 126,8,2015,All Students,75,283.0,41.0,25.0,8.0,1.0
6426,14K157,P.S./I.S. 157 THE BENJAMIN FRANKLIN HEALTH & SCIENCE ACADEMY,6,2015,All Students,53,281.0,28.0,19.0,5.0,1.0
6429,14K157,P.S./I.S. 157 THE BENJAMIN FRANKLIN HEALTH & SCIENCE ACADEMY,7,2015,All Students,45,287.0,22.0,19.0,4.0,0.0
6431,14K157,P.S./I.S. 157 THE BENJAMIN FRANKLIN HEALTH & SCIENCE ACADEMY,8,2015,All Students,55,286.0,23.0,25.0,6.0,1.0
6485,14K318,I.S. 318 EUGENIO MARIA DE HOSTOS,6,2015,All Students,495,299.0,161.0,197.0,79.0,58.0
6488,14K318,I.S. 318 EUGENIO MARIA DE HOSTOS,7,2015,All Students,485,303.0,167.0,161.0,104.0,53.0
6491,14K318,I.S. 318 EUGENIO MARIA DE HOSTOS,8,2015,All Students,328,289.0,116.0,184.0,27.0,1.0
6497,14K330,THE SCHOOL FOR THE URBAN ENVIRONMENT,6,2015,All Students,19,291.0,9.0,5.0,2.0,3.0
6500,14K330,THE SCHOOL FOR THE URBAN ENVIRONMENT,7,2015,All Students,15,274.0,12.0,3.0,0.0,0.0
6503,14K330,THE SCHOOL FOR THE URBAN ENVIRONMENT,8,2015,All Students,14,275.0,10.0,3.0,1.0,0.0
6527,14K577,CONSELYEA PREPARATORY SCHOOL,6,2015,All Students,153,305.0,43.0,56.0,31.0,23.0
6530,14K577,CONSELYEA PREPARATORY SCHOOL,7,2015,All Students,161,310.0,29.0,78.0,41.0,13.0
6533,14K577,CONSELYEA PREPARATORY SCHOOL,8,2015,All Students,85,278.0,49.0,34.0,2.0,0.0
6539,14K582,M.S. 582,6,2015,All Students,71,270.0,50.0,19.0,1.0,1.0
6542,14K582,M.S. 582,7,2015,All Students,70,286.0,36.0,28.0,6.0,0.0
6550,14K586,LYONS COMMUNITY SCHOOL,6,2015,All Students,33,255.0,29.0,4.0,0.0,0.0
6553,14K586,LYONS COMMUNITY SCHOOL,7,2015,All Students,65,263.0,51.0,12.0,2.0,0.0
6556,14K586,LYONS COMMUNITY SCHOOL,8,2015,All Students,64,266.0,48.0,16.0,0.0,0.0
6563,14K614,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,6,2015,All Students,37,300.0,9.0,22.0,4.0,2.0
6566,14K614,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,7,2015,All Students,36,302.0,9.0,17.0,9.0,1.0
6569,14K614,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,8,2015,All Students,40,296.0,12.0,22.0,4.0,2.0
6671,15K051,M.S. 51 WILLIAM ALEXANDER,6,2015,All Students,345,338.0,24.0,48.0,81.0,192.0
6674,15K051,M.S. 51 WILLIAM ALEXANDER,7,2015,All Students,348,340.0,21.0,47.0,128.0,152.0
6677,15K051,M.S. 51 WILLIAM ALEXANDER,8,2015,All Students,179,316.0,23.0,68.0,72.0,16.0
6695,15K088,J.H.S. 088 PETER ROUGET,6,2015,All Students,400,309.0,74.0,167.0,99.0,60.0
6698,15K088,J.H.S. 088 PETER ROUGET,7,2015,All Students,378,302.0,119.0,161.0,75.0,23.0
6701,15K088,J.H.S. 088 PETER ROUGET,8,2015,All Students,245,298.0,69.0,139.0,31.0,6.0
6768,15K136,I.S. 136 CHARLES O. DEWEY,6,2015,All Students,147,275.0,86.0,52.0,4.0,5.0
6771,15K136,I.S. 136 CHARLES O. DEWEY,7,2015,All Students,176,282.0,108.0,51.0,14.0,3.0
6774,15K136,I.S. 136 CHARLES O. DEWEY,8,2015,All Students,145,279.0,90.0,45.0,7.0,3.0
6874,15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,6,2015,All Students,23,282.0,9.0,12.0,2.0,0.0
6877,15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,7,2015,All Students,19,274.0,12.0,6.0,1.0,0.0
6880,15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,8,2015,All Students,28,277.0,19.0,7.0,2.0,0.0
6886,15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,6,2015,All Students,53,298.0,11.0,30.0,8.0,4.0
6889,15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,7,2015,All Students,68,289.0,28.0,31.0,8.0,1.0
6892,15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,8,2015,All Students,36,268.0,27.0,9.0,0.0,0.0
6899,15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,6,2015,All Students,157,326.0,15.0,39.0,59.0,44.0
6902,15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,7,2015,All Students,153,325.0,14.0,45.0,69.0,25.0
6905,15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,8,2015,All Students,86,300.0,13.0,59.0,13.0,1.0
6911,15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,6,2015,All Students,155,342.0,3.0,18.0,50.0,84.0
6914,15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,7,2015,All Students,158,349.0,3.0,23.0,43.0,89.0
6917,15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,8,2015,All Students,67,323.0,4.0,25.0,28.0,10.0
6923,15K448,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES,6,2015,All Students,23,266.0,16.0,6.0,1.0,0.0
6926,15K448,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES,7,2015,All Students,8,296.0,1.0,7.0,0.0,0.0
6929,15K448,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES,8,2015,All Students,19,273.0,11.0,8.0,0.0,0.0
6935,15K464,PARK SLOPE COLLEGIATE,6,2015,All Students,36,299.0,10.0,12.0,9.0,5.0
6938,15K464,PARK SLOPE COLLEGIATE,7,2015,All Students,34,302.0,12.0,10.0,11.0,1.0
6941,15K464,PARK SLOPE COLLEGIATE,8,2015,All Students,22,283.0,10.0,10.0,1.0,1.0
6947,15K497,SCHOOL FOR INTERNATIONAL STUDIES,6,2015,All Students,29,276.0,15.0,13.0,1.0,0.0
6950,15K497,SCHOOL FOR INTERNATIONAL STUDIES,7,2015,All Students,26,271.0,18.0,5.0,2.0,1.0
6953,15K497,SCHOOL FOR INTERNATIONAL STUDIES,8,2015,All Students,42,274.0,23.0,17.0,2.0,0.0
6971,15K821,SUNSET PARK PREP,6,2015,All Students,165,326.0,15.0,35.0,67.0,48.0
6974,15K821,SUNSET PARK PREP,7,2015,All Students,161,317.0,27.0,58.0,64.0,12.0
6977,15K821,SUNSET PARK PREP,8,2015,All Students,92,278.0,43.0,47.0,2.0,0.0
7041,16K035,M.S. 035 STEPHEN DECATUR,6,2015,All Students,55,281.0,31.0,17.0,6.0,1.0
7044,16K035,M.S. 035 STEPHEN DECATUR,7,2015,All Students,54,305.0,10.0,34.0,10.0,0.0
7047,16K035,M.S. 035 STEPHEN DECATUR,8,2015,All Students,37,283.0,20.0,14.0,3.0,0.0
7065,16K057,J.H.S. 057 WHITELAW REID,6,2015,All Students,45,286.0,14.0,25.0,5.0,1.0
7068,16K057,J.H.S. 057 WHITELAW REID,7,2015,All Students,52,298.0,20.0,23.0,5.0,4.0
7071,16K057,J.H.S. 057 WHITELAW REID,8,2015,All Students,57,281.0,34.0,16.0,6.0,1.0
7110,16K262,P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL,6,2015,All Students,47,272.0,26.0,19.0,2.0,0.0
7113,16K262,P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL,7,2015,All Students,57,285.0,30.0,20.0,5.0,2.0
7116,16K262,P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL,8,2015,All Students,40,295.0,17.0,14.0,6.0,3.0
7122,16K267,"M.S. 267 MATH, SCIENCE & TECHNOLOGY",6,2015,All Students,49,291.0,17.0,18.0,14.0,0.0
7125,16K267,"M.S. 267 MATH, SCIENCE & TECHNOLOGY",7,2015,All Students,67,300.0,26.0,26.0,12.0,3.0
7128,16K267,"M.S. 267 MATH, SCIENCE & TECHNOLOGY",8,2015,All Students,74,290.0,36.0,19.0,15.0,4.0
7143,16K308,P.S. 308 CLARA CARDWELL,6,2015,All Students,51,264.0,40.0,9.0,2.0,0.0
7146,16K308,P.S. 308 CLARA CARDWELL,7,2015,All Students,45,275.0,31.0,13.0,1.0,0.0
7149,16K308,P.S. 308 CLARA CARDWELL,8,2015,All Students,58,292.0,23.0,26.0,5.0,4.0
7179,16K385,"SCHOOL OF BUSINESS, FINANCE AND ENTREPRENEURSHIP",6,2015,All Students,17,296.0,5.0,8.0,3.0,1.0
7182,16K385,"SCHOOL OF BUSINESS, FINANCE AND ENTREPRENEURSHIP",7,2015,All Students,21,282.0,10.0,10.0,1.0,0.0
7185,16K385,"SCHOOL OF BUSINESS, FINANCE AND ENTREPRENEURSHIP",8,2015,All Students,26,278.0,14.0,11.0,0.0,1.0
7192,16K534,UPPER SCHOOL @ P.S. 25,6,2015,All Students,25,266.0,16.0,9.0,0.0,0.0
7195,16K534,UPPER SCHOOL @ P.S. 25,7,2015,All Students,40,279.0,26.0,12.0,1.0,1.0
7198,16K534,UPPER SCHOOL @ P.S. 25,8,2015,All Students,33,288.0,19.0,11.0,3.0,0.0
7204,16K584,M.S. 584,6,2015,All Students,23,251.0,19.0,4.0,0.0,0.0
7207,16K584,M.S. 584,7,2015,All Students,38,280.0,24.0,11.0,3.0,0.0
7210,16K584,M.S. 584,8,2015,All Students,26,274.0,15.0,9.0,1.0,1.0
7252,16K681,MADIBA PREP MIDDLE SCHOOL,6,2015,All Students,44,289.0,17.0,15.0,8.0,4.0
7254,16K681,MADIBA PREP MIDDLE SCHOOL,7,2015,All Students,70,278.0,45.0,20.0,3.0,2.0
7255,16K681,MADIBA PREP MIDDLE SCHOOL,8,2015,All Students,71,265.0,51.0,19.0,1.0,0.0
7261,17K002,PARKSIDE PREPARATORY ACADEMY,6,2015,All Students,162,291.0,63.0,61.0,28.0,10.0
7264,17K002,PARKSIDE PREPARATORY ACADEMY,7,2015,All Students,151,299.0,54.0,56.0,31.0,10.0
7267,17K002,PARKSIDE PREPARATORY ACADEMY,8,2015,All Students,134,298.0,49.0,58.0,19.0,8.0
7296,17K061,M.S. 061 DR. GLADSTONE H. ATWELL,6,2015,All Students,266,288.0,120.0,78.0,47.0,21.0
7299,17K061,M.S. 061 DR. GLADSTONE H. ATWELL,7,2015,All Students,218,288.0,112.0,80.0,21.0,5.0
7302,17K061,M.S. 061 DR. GLADSTONE H. ATWELL,8,2015,All Students,259,291.0,114.0,111.0,28.0,6.0
7341,17K138,P.S. 138 BROOKLYN,6,2015,All Students,90,298.0,29.0,41.0,14.0,6.0
7344,17K138,P.S. 138 BROOKLYN,7,2015,All Students,82,306.0,24.0,34.0,18.0,6.0
7347,17K138,P.S. 138 BROOKLYN,8,2015,All Students,79,304.0,26.0,28.0,13.0,12.0
7388,17K181,P.S. 181 BROOKLYN,6,2015,All Students,87,268.0,60.0,21.0,6.0,0.0
7391,17K181,P.S. 181 BROOKLYN,7,2015,All Students,91,289.0,37.0,42.0,12.0,0.0
7394,17K181,P.S. 181 BROOKLYN,8,2015,All Students,79,278.0,47.0,27.0,5.0,0.0
7409,17K189,P.S. 189 THE BILINGUAL CENTER,6,2015,All Students,124,307.0,24.0,55.0,23.0,22.0
7412,17K189,P.S. 189 THE BILINGUAL CENTER,7,2015,All Students,142,319.0,24.0,54.0,42.0,22.0
7415,17K189,P.S. 189 THE BILINGUAL CENTER,8,2015,All Students,124,318.0,12.0,59.0,33.0,20.0
7457,17K246,M.S. 246 WALT WHITMAN,6,2015,All Students,115,272.0,71.0,32.0,5.0,7.0
7460,17K246,M.S. 246 WALT WHITMAN,7,2015,All Students,170,275.0,117.0,49.0,4.0,0.0
7463,17K246,M.S. 246 WALT WHITMAN,8,2015,All Students,195,270.0,131.0,48.0,14.0,2.0
7504,17K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EXCELLENCE,6,2015,All Students,23,274.0,14.0,9.0,0.0,0.0
7507,17K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EXCELLENCE,7,2015,All Students,41,261.0,36.0,5.0,0.0,0.0
7510,17K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EXCELLENCE,8,2015,All Students,57,263.0,43.0,13.0,1.0,0.0
7516,17K340,I.S. 340,6,2015,All Students,69,291.0,27.0,27.0,10.0,5.0
7519,17K340,I.S. 340,7,2015,All Students,52,306.0,16.0,21.0,13.0,2.0
7522,17K340,I.S. 340,8,2015,All Students,66,305.0,17.0,30.0,16.0,3.0
7528,17K352,EBBETS FIELD MIDDLE SCHOOL,6,2015,All Students,51,272.0,32.0,16.0,3.0,0.0
7531,17K352,EBBETS FIELD MIDDLE SCHOOL,7,2015,All Students,89,279.0,51.0,29.0,7.0,2.0
7534,17K352,EBBETS FIELD MIDDLE SCHOOL,8,2015,All Students,54,262.0,45.0,9.0,0.0,0.0
7540,17K353,ELIJAH STROUD MIDDLE SCHOOL,6,2015,All Students,56,290.0,23.0,24.0,9.0,0.0
7543,17K353,ELIJAH STROUD MIDDLE SCHOOL,7,2015,All Students,88,277.0,63.0,24.0,0.0,1.0
7546,17K353,ELIJAH STROUD MIDDLE SCHOOL,8,2015,All Students,85,279.0,50.0,31.0,4.0,0.0
7552,17K354,THE SCHOOL OF INTEGRATED LEARNING,6,2015,All Students,60,303.0,14.0,21.0,16.0,9.0
7555,17K354,THE SCHOOL OF INTEGRATED LEARNING,7,2015,All Students,73,310.0,24.0,19.0,13.0,17.0
7558,17K354,THE SCHOOL OF INTEGRATED LEARNING,8,2015,All Students,80,294.0,34.0,22.0,11.0,13.0
7576,17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL,6,2015,All Students,43,280.0,25.0,10.0,6.0,2.0
7579,17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL,7,2015,All Students,46,290.0,19.0,24.0,3.0,0.0
7583,17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL,8,2015,All Students,50,289.0,25.0,12.0,13.0,0.0
7598,17K394,M.S. K394,6,2015,All Students,58,273.0,38.0,16.0,2.0,2.0
7601,17K394,M.S. K394,7,2015,All Students,72,276.0,47.0,20.0,4.0,1.0
7604,17K394,M.S. K394,8,2015,All Students,77,291.0,34.0,35.0,6.0,2.0
7648,17K484,RONALD EDMONDS LEARNING CENTER II,6,2015,All Students,36,284.0,19.0,13.0,4.0,0.0
7651,17K484,RONALD EDMONDS LEARNING CENTER II,7,2015,All Students,36,286.0,23.0,11.0,2.0,0.0
7654,17K484,RONALD EDMONDS LEARNING CENTER II,8,2015,All Students,36,284.0,21.0,12.0,3.0,0.0
7660,17K531,"SCHOOL FOR HUMAN RIGHTS, THE",6,2015,All Students,43,292.0,17.0,19.0,5.0,2.0
7663,17K531,"SCHOOL FOR HUMAN RIGHTS, THE",7,2015,All Students,44,290.0,18.0,22.0,3.0,1.0
7666,17K531,"SCHOOL FOR HUMAN RIGHTS, THE",8,2015,All Students,41,278.0,22.0,19.0,0.0,0.0
7674,17K533,SCHOOL FOR DEMOCRACY AND LEADERSHIP,6,2015,All Students,11,267.0,9.0,1.0,1.0,0.0
7677,17K533,SCHOOL FOR DEMOCRACY AND LEADERSHIP,7,2015,All Students,11,279.0,8.0,3.0,0.0,0.0
7680,17K533,SCHOOL FOR DEMOCRACY AND LEADERSHIP,8,2015,All Students,19,279.0,9.0,9.0,1.0,0.0
7686,17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",6,2015,All Students,56,317.0,4.0,24.0,21.0,7.0
7689,17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",7,2015,All Students,54,316.0,5.0,27.0,19.0,3.0
7691,17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",8,2015,All Students,49,313.0,4.0,31.0,14.0,0.0
7697,17K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,6,2015,All Students,103,342.0,0.0,5.0,49.0,49.0
7699,17K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,7,2015,All Students,1,,,,,
7715,17K722,NEW HEIGHTS MIDDLE SCHOOL,6,2015,All Students,90,280.0,44.0,37.0,8.0,1.0
7717,17K722,NEW HEIGHTS MIDDLE SCHOOL,7,2015,All Students,85,288.0,43.0,34.0,8.0,0.0
7718,17K722,NEW HEIGHTS MIDDLE SCHOOL,8,2015,All Students,118,263.0,92.0,26.0,0.0,0.0
7742,18K066,P.S. 66,6,2015,All Students,105,300.0,33.0,41.0,20.0,11.0
7745,18K066,P.S. 66,7,2015,All Students,108,303.0,26.0,57.0,21.0,4.0
7748,18K066,P.S. 66,8,2015,All Students,98,308.0,17.0,54.0,22.0,5.0
7753,18K068,I.S. 068 ISAAC BILDERSEE,6,2015,All Students,126,269.0,93.0,29.0,3.0,1.0
7756,18K068,I.S. 068 ISAAC BILDERSEE,7,2015,All Students,196,280.0,118.0,64.0,13.0,1.0
7759,18K068,I.S. 068 ISAAC BILDERSEE,8,2015,All Students,212,288.0,89.0,107.0,16.0,0.0
7813,18K211,I.S. 211 JOHN WILSON,6,2015,All Students,172,289.0,79.0,55.0,22.0,16.0
7816,18K211,I.S. 211 JOHN WILSON,7,2015,All Students,201,292.0,87.0,73.0,35.0,6.0
7819,18K211,I.S. 211 JOHN WILSON,8,2015,All Students,200,288.0,84.0,89.0,27.0,0.0
7859,18K235,P.S. 235 LENOX SCHOOL,6,2015,All Students,120,333.0,0.0,21.0,53.0,46.0
7862,18K235,P.S. 235 LENOX SCHOOL,7,2015,All Students,84,347.0,2.0,4.0,30.0,48.0
7865,18K235,P.S. 235 LENOX SCHOOL,8,2015,All Students,53,336.0,2.0,9.0,22.0,20.0
7932,18K285,I.S. 285 MEYER LEVIN,6,2015,All Students,214,285.0,93.0,93.0,18.0,10.0
7935,18K285,I.S. 285 MEYER LEVIN,7,2015,All Students,284,292.0,132.0,104.0,41.0,7.0
7938,18K285,I.S. 285 MEYER LEVIN,8,2015,All Students,248,294.0,95.0,108.0,32.0,13.0
7944,18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,6,2015,All Students,180,286.0,74.0,89.0,17.0,0.0
7947,18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,7,2015,All Students,173,298.0,67.0,73.0,25.0,8.0
7950,18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,8,2015,All Students,126,293.0,57.0,26.0,32.0,11.0
7956,18K581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,6,2015,All Students,35,287.0,17.0,9.0,8.0,1.0
7959,18K581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,7,2015,All Students,62,280.0,35.0,24.0,3.0,0.0
7962,18K581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,8,2015,All Students,62,280.0,32.0,24.0,5.0,1.0
7968,18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,6,2015,All Students,48,278.0,26.0,16.0,4.0,2.0
7971,18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,7,2015,All Students,82,283.0,41.0,33.0,7.0,1.0
7974,18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,8,2015,All Students,100,283.0,55.0,41.0,4.0,0.0
7980,18K598,MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES,6,2015,All Students,60,277.0,34.0,24.0,2.0,0.0
7983,18K598,MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES,7,2015,All Students,76,282.0,52.0,19.0,4.0,1.0
7986,18K598,MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES,8,2015,All Students,92,275.0,56.0,30.0,5.0,1.0
7990,18K763,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,6,2015,All Students,75,287.0,25.0,44.0,6.0,0.0
8039,19K089,P.S. 089 CYPRESS HILLS,6,2015,All Students,51,281.0,25.0,18.0,7.0,1.0
8042,19K089,P.S. 089 CYPRESS HILLS,7,2015,All Students,58,281.0,31.0,22.0,5.0,0.0
8045,19K089,P.S. 089 CYPRESS HILLS,8,2015,All Students,61,296.0,15.0,37.0,8.0,1.0
8102,19K166,J.H.S. 166 GEORGE GERSHWIN,8,2015,All Students,86,270.0,61.0,24.0,1.0,0.0
8109,19K171,I.S. 171 ABRAHAM LINCOLN,6,2015,All Students,125,284.0,65.0,37.0,16.0,7.0
8112,19K171,I.S. 171 ABRAHAM LINCOLN,7,2015,All Students,249,278.0,153.0,81.0,14.0,1.0
8115,19K171,I.S. 171 ABRAHAM LINCOLN,8,2015,All Students,249,287.0,124.0,84.0,30.0,11.0
8132,19K174,P.S. 174 DUMONT,8,2015,All Students,38,288.0,18.0,13.0,6.0,1.0
8163,19K202,P.S. 202 ERNEST S. JENKYNS,8,2015,All Students,62,284.0,33.0,21.0,8.0,0.0
8193,19K218,J.H.S. 218 JAMES P. SINNOTT,6,2015,All Students,125,270.0,90.0,25.0,6.0,4.0
8196,19K218,J.H.S. 218 JAMES P. SINNOTT,7,2015,All Students,159,280.0,90.0,51.0,15.0,3.0
8199,19K218,J.H.S. 218 JAMES P. SINNOTT,8,2015,All Students,105,269.0,76.0,27.0,2.0,0.0
8242,19K292,J.H.S. 292 MARGARET S. DOUGLAS,6,2015,All Students,184,296.0,63.0,67.0,31.0,23.0
8245,19K292,J.H.S. 292 MARGARET S. DOUGLAS,7,2015,All Students,225,295.0,106.0,70.0,32.0,17.0
8248,19K292,J.H.S. 292 MARGARET S. DOUGLAS,8,2015,All Students,185,264.0,144.0,35.0,5.0,1.0
8257,19K302,J.H.S. 302 RAFAEL CORDERO,8,2015,All Students,249,275.0,152.0,79.0,18.0,0.0
8272,19K306,P.S. 306 ETHAN ALLEN,6,2015,All Students,44,267.0,29.0,12.0,2.0,1.0
